ESG_Score_count,ESG_Score_mean,ESG_Score_sd,ESG_Score_min,ESG_Score_max,ROA_count,ROA_mean,ROA_sd,ROA_min,ROA_max,NIAT_count,NIAT_mean,NIAT_sd,NIAT_min,NIAT_max,Employees_count,Employees_mean,Employees_sd,Employees_min,Employees_max,Debt_count,Debt_mean,Debt_sd,Debt_min,Debt_max,entities,obs,years_min,years_max
351.0,52.28874261674929,22.177798612841922,3.778358366,91.68486476,4392.0,0.9368916579628872,22.372600614395584,-1301.025641,104.8318318,4513.0,456726089.7527144,50934723438.92952,-1526680000000.0,1766480000000.0,2288.0,6684.689685314685,23677.556049687333,2.0,249091.0,4028.0,28678793620.462513,159861629122.60083,60.0,2961050000000.0,306.0,5202.0,2008.0,2024.0
