ESG_Score_count,ESG_Score_mean,ESG_Score_sd,ESG_Score_min,ESG_Score_max,ROA_count,ROA_mean,ROA_sd,ROA_min,ROA_max,NIAT_count,NIAT_mean,NIAT_sd,NIAT_min,NIAT_max,Employees_count,Employees_mean,Employees_sd,Employees_min,Employees_max,Debt_count,Debt_mean,Debt_sd,Debt_min,Debt_max,entities,obs,years_min,years_max
1799.0,43.4930356791134,21.233709336297327,2.903752703,91.68486476,14117.0,-68.65309218930467,6972.292276197518,-826396.0,6091.184573,14674.0,2117056475.5462723,37640587631.42715,-1526680000000.0,2081140000000.0,9302.0,8844.37343367018,38079.12630389109,1.0,596452.0,12760.0,18193432738.016613,114098600970.4936,-35000.0,2961050000000.0,1235.0,18525.0,2008.0,2024.0
