ESG_Score_count,ESG_Score_mean,ESG_Score_sd,ESG_Score_min,ESG_Score_max,ROA_count,ROA_mean,ROA_sd,ROA_min,ROA_max,NIAT_count,NIAT_mean,NIAT_sd,NIAT_min,NIAT_max,Employees_count,Employees_mean,Employees_sd,Employees_min,Employees_max,Debt_count,Debt_mean,Debt_sd,Debt_min,Debt_max,entities,obs,years_min,years_max
2266.0,43.714157193849516,21.46376352007212,2.849935668,91.68486476,16387.0,-61.68255206484764,6472.014100711585,-826396.0,6091.184573,17004.0,1339869605.412256,37632470175.25794,-1526680000000.0,2081140000000.0,10795.0,8775.710393700787,37710.14624839152,1.0,596452.0,14927.0,18986644145.33175,116764491893.5686,-35000.0,2961050000000.0,1235.0,20995.0,2008.0,2024.0
