ESG_Score_count,ESG_Score_mean,ESG_Score_sd,ESG_Score_min,ESG_Score_max,ROA_count,ROA_mean,ROA_sd,ROA_min,ROA_max,NIAT_count,NIAT_mean,NIAT_sd,NIAT_min,NIAT_max,Employees_count,Employees_mean,Employees_sd,Employees_min,Employees_max,Debt_count,Debt_mean,Debt_sd,Debt_min,Debt_max,entities,obs,years_min,years_max
467.0,44.565972193871524,22.330821263871638,2.849935668,90.9368809,2270.0,-18.333162224777094,244.6031475172405,-8844.793153,145.007154,2330.0,-3554739893.448927,37218116498.92777,-1189600000000.0,271265000000.0,1493.0,8347.91160080375,35333.63828362275,2.0,548143.0,2167.0,23657330604.649284,131301568847.99054,770.0,2244540000000.0,1235.0,2470.0,2020.0,2021.0
