Dependent_Var,Model,Obs_used,Entities,Years,R2_within,R2_between,R2_overall,F_stat,F_pval,Wooldridge_stat,Wooldridge_pval,PesaranCD_stat,PesaranCD_pval,Wald_stat,Wald_pval
ROA,FE (entity + time),1903,267,17,0.028718457264633068,-0.09355851327974096,-0.026030503854821196,5.623208607638144,0.0001705774689911843,19.128042006624753,1.2223567218527798e-05,-2.5915983738198047,0.00955312247088802,4737.323588849031,0.0
NIAT,FE (entity + time),1909,267,17,0.24652087437353254,0.5364014333931211,0.46208698980765495,130.18125215329815,1.1102230246251565e-16,88.78685546898973,0.0,302.4487935766898,0.0,20151.05411491892,0.0
